sigma_multiplier,hcast_sigma,median_correction_on_changed_tasks,gmean_frontier_p50_min,frontier_p50_vs_published
0.75,0.6669015913657104,1.4303272487936503,20.47494041922949,1.244910731042735
1.0,0.8892021218209472,1.5488417702789805,21.307314564801743,1.2955204756792675
1.5,1.3338031827314207,1.9331605230188669,23.16545585331921,1.4084985836739778
