task_id,n_successes,n_censored,sigma_used,naive_gmean_successes,censored_mle_gmean,published_human_minutes,task_source,human_source,mle_over_naive
arithmetic/complex_2,3,0,0.6610106676759356,0.2820325744264523,0.28203257442645224,0.2820306099,SWAA,baseline,0.9999999999999998
arithmetic/complex_3,3,0,0.5492002173629271,0.7203828512745084,0.7203828512745083,0.7203701405,SWAA,baseline,0.9999999999999999
arithmetic/complex_4,3,0,0.3920741382295147,0.1691039724773223,0.1691039724773223,0.1691079557,SWAA,baseline,1.0
arithmetic/complex_5,3,0,0.8865631725538405,0.4299789038334016,0.42997890383340154,0.4299560256,SWAA,baseline,0.9999999999999999
arithmetic/complex_6,3,0,0.3570726148391526,0.07750132387918478,0.07750132387918478,0.07750217520000001,SWAA,baseline,1.0
arithmetic/complex_7,3,0,0.3956223157736547,0.1577268632843486,0.1577268632843486,0.15773222080000002,SWAA,baseline,1.0
arithmetic/complex_8,3,0,1.0030073702274631,0.17325473341098532,0.17325473341098532,0.1732389399,SWAA,baseline,1.0
arithmetic/complex_9,3,0,0.6701180330471416,0.1720399437624944,0.1720399437624944,0.1720399438,SWAA,baseline,1.0
arithmetic/simple_1,3,0,0.2401300670179037,0.0199152612855362,0.0199152612855362,0.0199203547,SWAA,baseline,1.0
arithmetic/simple_10,3,0,0.5225663033304517,0.0664356707540752,0.0664356707540752,0.06644668100000001,SWAA,baseline,1.0
arithmetic/simple_2,3,0,0.2632071365826793,0.029288352058376873,0.029288352058376887,0.0292883521,SWAA,baseline,1.0000000000000004
arithmetic/simple_3,3,0,0.2272720384800161,0.02844696271711791,0.02844696271711791,0.0284580325,SWAA,baseline,1.0
arithmetic/simple_4,3,0,0.2302880142203783,0.027468252145016425,0.027468252145016414,0.027457338600000002,SWAA,baseline,0.9999999999999997
arithmetic/simple_5,3,0,0.2465289396491304,0.031998373759948476,0.03199837375994846,0.0320020836,SWAA,baseline,0.9999999999999996
