noise_model,lambda,agent,quantile,mean_log2_horizon
metr_global,1,DeepSeek-V3-0324,p80,2.52242758
metr_global,1,GPT-2,p80,-6.591334201
metr_global,1,GPT-4 0125,p80,0.5973876205
metr_global,1,GPT-4 0314,p80,0.1585654372
metr_global,1,GPT-4 1106,p80,0.6951058722
metr_global,1,GPT-4 Turbo,p80,0.9421533397
metr_global,1,GPT-4o,p80,0.9114537254
metr_global,1,GPT-5,p80,4.716894667
metr_global,1,GPT-5.1-Codex-Max,p80,5.012602165
metr_global,1,Gemini 2.5 Pro Preview,p80,3.307783427
metr_global,1,Grok 4,p80,3.880338041
metr_global,1,Kimi K2 Thinking,p80,3.563096497
metr_global,1,Qwen2-72B,p80,-0.9299374577
metr_global,1,Qwen2.5-72B,p80,0.12287164
metr_global,1,davinci-002 (GPT-3),p80,-4.272273056
metr_global,1,gpt-3.5-turbo-instruct,p80,-1.98329161
metr_global,1,gpt-oss-120b,p80,2.707785634
metr_global,1,human,p80,2.978566847
metr_global,1,o1,p80,2.591559565
metr_global,1,o1-preview,p80,2.312197601
metr_global,1,o3,p80,4.448224605
metr_global,1,o4-mini,p80,4.009706877
metr_global,1.5,Claude 3 Opus,p50,2.610526319
metr_global,1.5,Claude 3.5 Sonnet (New),p50,4.796070242
metr_global,1.5,Claude 3.5 Sonnet (Old),p50,4.12255697
metr_global,1.5,Claude 3.7 Sonnet,p50,5.734206808
metr_global,1.5,Claude 4 Opus,p50,6.370912869
metr_global,1.5,Claude 4 Sonnet,p50,6.175628954
metr_global,1.5,Claude 4.1 Opus,p50,6.837497733
metr_global,1.5,Claude Opus 4.5,p50,8.330493889
metr_global,1.5,Claude Sonnet 4.5,p50,6.960265433
metr_global,1.5,DeepSeek-R1,p50,4.656455034
metr_global,1.5,DeepSeek-R1-0528,p50,4.930728502
metr_global,1.5,DeepSeek-V3,p50,4.109651194
metr_global,1.5,DeepSeek-V3-0324,p50,4.44262027
metr_global,1.5,GPT-2,p50,-4.392160978
metr_global,1.5,GPT-4 0125,p50,2.395746443
metr_global,1.5,GPT-4 0314,p50,2.362389185
metr_global,1.5,GPT-4 1106,p50,3.008814642
metr_global,1.5,GPT-4 Turbo,p50,2.674802205
metr_global,1.5,GPT-4o,p50,3.11448771
metr_global,1.5,GPT-5,p50,7.14374997
metr_global,1.5,GPT-5.1-Codex-Max,p50,7.512996085
metr_global,1.5,Gemini 2.5 Pro Preview,p50,5.216116055
metr_global,1.5,Grok 4,p50,6.797979886
metr_global,1.5,Kimi K2 Thinking,p50,5.779668422
metr_global,1.5,Qwen2-72B,p50,1.16480745
metr_global,1.5,Qwen2.5-72B,p50,2.30867601
metr_global,1.5,davinci-002 (GPT-3),p50,-2.729161604
metr_global,1.5,gpt-3.5-turbo-instruct,p50,-0.7477460576
metr_global,1.5,gpt-oss-120b,p50,5.417012911
metr_global,1.5,human,p50,7.004479401
metr_global,1.5,o1,p50,5.28680408
metr_global,1.5,o1-preview,p50,4.358763049
metr_global,1.5,o3,p50,6.519561384
metr_global,1.5,o4-mini,p50,6.265561819
metr_global,1.5,Claude 3 Opus,p80,0.218239977
metr_global,1.5,Claude 3.5 Sonnet (New),p80,2.024831043
metr_global,1.5,Claude 3.5 Sonnet (Old),p80,1.536805218
metr_global,1.5,Claude 3.7 Sonnet,p80,3.867199059
metr_global,1.5,Claude 4 Opus,p80,4.24515174
metr_global,1.5,Claude 4 Sonnet,p80,3.941086279
metr_global,1.5,Claude 4.1 Opus,p80,4.266743574
metr_global,1.5,Claude Opus 4.5,p80,4.815463481
metr_global,1.5,Claude Sonnet 4.5,p80,4.206240232
metr_global,1.5,DeepSeek-R1,p80,1.956436009
metr_global,1.5,DeepSeek-R1-0528,p80,1.706538916
metr_global,1.5,DeepSeek-V3,p80,1.878399825
metr_global,1.5,DeepSeek-V3-0324,p80,2.333317924
metr_global,1.5,GPT-2,p80,-6.71326058
metr_global,1.5,GPT-4 0125,p80,0.4481368681
metr_global,1.5,GPT-4 0314,p80,0.0299777837
metr_global,1.5,GPT-4 1106,p80,0.5343929351
metr_global,1.5,GPT-4 Turbo,p80,0.771027837
metr_global,1.5,GPT-4o,p80,0.7450179796
metr_global,1.5,GPT-5,p80,4.547234189
metr_global,1.5,GPT-5.1-Codex-Max,p80,4.842032451
metr_global,1.5,Gemini 2.5 Pro Preview,p80,3.110485315
metr_global,1.5,Grok 4,p80,3.728023184
metr_global,1.5,Kimi K2 Thinking,p80,3.36238977
metr_global,1.5,Qwen2-72B,p80,-1.021677973
metr_global,1.5,Qwen2.5-72B,p80,-0.01832290154
metr_global,1.5,davinci-002 (GPT-3),p80,-4.326265946
metr_global,1.5,gpt-3.5-turbo-instruct,p80,-1.996621342
metr_global,1.5,gpt-oss-120b,p80,2.532503932
metr_global,1.5,human,p80,2.817657116
metr_global,1.5,o1,p80,2.396985104
metr_global,1.5,o1-preview,p80,2.127087949
metr_global,1.5,o3,p80,4.275777609
metr_global,1.5,o4-mini,p80,3.839638953
metr_global,2,Claude 3 Opus,p50,2.532854998
metr_global,2,Claude 3.5 Sonnet (New),p50,4.75763307
metr_global,2,Claude 3.5 Sonnet (Old),p50,4.066867988
metr_global,2,Claude 3.7 Sonnet,p50,5.718950953
metr_global,2,Claude 4 Opus,p50,6.370777939
metr_global,2,Claude 4 Sonnet,p50,6.169084099
metr_global,2,Claude 4.1 Opus,p50,6.857392088
metr_global,2,Claude Opus 4.5,p50,8.426257712
metr_global,2,Claude Sonnet 4.5,p50,6.99068885
metr_global,2,DeepSeek-R1,p50,4.613661296
metr_global,2,DeepSeek-R1-0528,p50,4.902633896
metr_global,2,DeepSeek-V3,p50,4.047683781
metr_global,2,DeepSeek-V3-0324,p50,4.387780615
metr_global,2,GPT-2,p50,-4.437527244
metr_global,2,GPT-4 0125,p50,2.300077736
metr_global,2,GPT-4 0314,p50,2.282905335
metr_global,2,GPT-4 1106,p50,2.934659858
metr_global,2,GPT-4 Turbo,p50,2.58301946
metr_global,2,GPT-4o,p50,3.038724782
metr_global,2,GPT-5,p50,7.177450047
metr_global,2,GPT-5.1-Codex-Max,p50,7.56606417
metr_global,2,Gemini 2.5 Pro Preview,p50,5.181864601
metr_global,2,Grok 4,p50,6.826812564
metr_global,2,Kimi K2 Thinking,p50,5.76237973
metr_global,2,Qwen2-72B,p50,1.090576204
metr_global,2,Qwen2.5-72B,p50,2.230202243
metr_global,2,davinci-002 (GPT-3),p50,-2.729648977
metr_global,2,gpt-3.5-turbo-instruct,p50,-0.7577430108
metr_global,2,gpt-oss-120b,p50,5.396410795
metr_global,2,human,p50,7.046359671
metr_global,2,o1,p50,5.262711941
metr_global,2,o1-preview,p50,4.302549725
metr_global,2,o3,p50,6.527480287
metr_global,2,o4-mini,p50,6.268930814
metr_global,2,Claude 3 Opus,p80,0.06097739481
metr_global,2,Claude 3.5 Sonnet (New),p80,1.86799565
metr_global,2,Claude 3.5 Sonnet (Old),p80,1.374033441
metr_global,2,Claude 3.7 Sonnet,p80,3.73240522
metr_global,2,Claude 4 Opus,p80,4.120145729
metr_global,2,Claude 4 Sonnet,p80,3.823218264
metr_global,2,Claude 4.1 Opus,p80,4.158927075
metr_global,2,Claude Opus 4.5,p80,4.738557928
metr_global,2,Claude Sonnet 4.5,p80,4.0914764
metr_global,2,DeepSeek-R1,p80,1.799340366
metr_global,2,DeepSeek-R1-0528,p80,1.572754173
metr_global,2,DeepSeek-V3,p80,1.708167014
metr_global,2,DeepSeek-V3-0324,p80,2.169818904
metr_global,2,GPT-2,p80,-6.797975626
metr_global,2,GPT-4 0125,p80,0.2628150436
metr_global,2,GPT-4 0314,p80,-0.1249928042
metr_global,2,GPT-4 1106,p80,0.3714772678
metr_global,2,GPT-4 Turbo,p80,0.5911625618
metr_global,2,GPT-4o,p80,0.5769196266
metr_global,2,GPT-5,p80,4.445318738
metr_global,2,GPT-5.1-Codex-Max,p80,4.734278443
metr_global,2,Gemini 2.5 Pro Preview,p80,2.964008705
metr_global,2,Grok 4,p80,3.60688634
metr_global,2,Kimi K2 Thinking,p80,3.235093845
metr_global,2,Qwen2-72B,p80,-1.150742129
metr_global,2,Qwen2.5-72B,p80,-0.1695513296
metr_global,2,davinci-002 (GPT-3),p80,-4.383107701
metr_global,2,gpt-3.5-turbo-instruct,p80,-2.032111285
metr_global,2,gpt-oss-120b,p80,2.399931033
metr_global,2,human,p80,2.704933947
metr_global,2,o1,p80,2.263823379
metr_global,2,o1-preview,p80,1.961139502
metr_global,2,o3,p80,4.151281097
metr_global,2,o4-mini,p80,3.715178218
