Claude 3 Opus (Inspect)@p50,Claude 3.5 Sonnet (New) (Inspect)@p50,Claude 3.5 Sonnet (Old) (Inspect)@p50,Claude 3.7 Sonnet (Inspect)@p50,Claude 4 Opus (Inspect)@p50,Claude 4.1 Opus (Inspect)@p50,Claude Opus 4.5 (Inspect)@p50,Claude Opus 4.6 (Inspect)@p50,GPT-4 0314@p50,GPT-4 1106 (Inspect)@p50,GPT-4 Turbo (Inspect)@p50,GPT-4o (Inspect)@p50,GPT-5 (Inspect)@p50,GPT-5.1-Codex-Max (Inspect)@p50,GPT-5.2@p50,GPT-5.3-Codex@p50,Gemini 3 Pro@p50,human@p50,o1 (Inspect)@p50,o1-preview@p50,o3 (Inspect)@p50,Claude 3 Opus (Inspect)@p80,Claude 3.5 Sonnet (New) (Inspect)@p80,Claude 3.5 Sonnet (Old) (Inspect)@p80,Claude 3.7 Sonnet (Inspect)@p80,Claude 4 Opus (Inspect)@p80,Claude 4.1 Opus (Inspect)@p80,Claude Opus 4.5 (Inspect)@p80,Claude Opus 4.6 (Inspect)@p80,GPT-4 0314@p80,GPT-4 1106 (Inspect)@p80,GPT-4 Turbo (Inspect)@p80,GPT-4o (Inspect)@p80,GPT-5 (Inspect)@p80,GPT-5.1-Codex-Max (Inspect)@p80,GPT-5.2@p80,GPT-5.3-Codex@p80,Gemini 3 Pro@p80,human@p80,o1 (Inspect)@p80,o1-preview@p80,o3 (Inspect)@p80
7.004003211806438,28.697673019031296,23.592887832221276,75.21299014400063,152.62598440091688,119.68061272614212,522.2655716903556,2102.616493994939,4.621980135337108,5.965212193158733,3.1592692016610195,9.374277651265462,489.5158554559365,492.0853591574183,754.1444740574049,598.8294625167041,535.9417221636577,194.2768878701723,68.89690410752101,38.02811446031326,209.02591707636384,0.6812028241394275,2.092239028490431,2.8231181352197687,13.690379224715251,23.212597033855335,27.554634964966258,60.413802602090584,162.36181860673824,0.505844311628054,0.7059626893521651,0.3800161584366938,1.0209879256142897,47.75795309914555,46.63109051940736,82.42532383585521,90.40317345656882,72.85066501448453,20.55387794143231,15.046063279468662,7.165293975218784,31.29206925354105
3.335850653382322,18.514728303724667,13.177253023615343,58.957354961429196,75.55989909376349,78.75248031167094,214.3904078316266,261.64496683641863,3.2663052214463173,3.355143771291111,4.352711778820191,6.92171551426293,87.3571804460496,108.55464898148361,121.22311403306783,157.46343351609332,126.40425349435657,97.51891066211248,29.664556018218615,15.737445538628698,59.74755466826598,0.4477997465696524,2.4346311931636415,1.6134739587947522,17.980499007577418,19.668245703368896,20.418436164804294,28.09350296177995,19.829564422140038,0.4942044307826088,0.42231637982790865,0.7986388301151489,1.200423587759898,20.874376149118255,29.72176718887234,32.88876608289653,24.11827780498412,43.217775960853004,12.67320295676248,5.096561979469299,3.3341776675777104,18.391767190361477
3.3044007723109705,38.98344914558083,15.640776184684539,84.27470584340475,182.2091871107816,161.5717268150177,695.0277862762408,1663.832707029408,5.221226114373181,5.223346539664098,4.56439958490779,6.544516551815829,537.8657897123732,1024.5315349826956,1355.067960903719,998.6846981459449,351.80975065415976,160.73373590417373,55.22576645888142,22.799408680310048,270.00307281916116,0.4415608559320524,3.354177795049212,1.3446133311302766,11.268050200492466,18.899864001947346,24.46113995256929,54.28463567465407,111.27158041464969,0.9713070756892102,0.987998143865374,0.9325937919588481,1.1149332934860816,29.653921799887062,57.08892352174636,71.6292742379885,78.28263784664033,45.009945380148174,12.867280430275216,5.0185392943994795,3.3157301601196725,31.52301507023052
8.059830945962554,27.28857552372568,14.132824226172842,87.37835519538757,119.98780256676022,100.12536517537491,338.61719040925317,1275.4234474569632,5.3678845220511215,4.528980435093244,5.094923564053355,8.577003461604452,167.6311585099477,201.53515447732312,293.61963491486284,531.0542291815657,276.40908903099216,146.09606474352663,35.33361688670518,23.17312560814886,138.5621673595273,1.0300000297026215,3.7224425720051824,2.281118091379324,22.018406440975316,25.387309906024278,22.968473813260832,62.087062949246864,88.9572231111209,1.2355951770798608,0.8077293251944105,1.2747822915342764,1.3973596133487982,30.936709134238143,40.39494619627852,40.78532836685171,79.76339207074028,76.93720737408593,18.67764391751471,8.3287116868446,5.297094983754393,26.424984950801722
3.4059921195758274,18.705954692058004,9.728872056176204,49.12050154640234,86.88113012753759,70.2981959083391,210.8688953372217,2120.4423653332015,4.016142199438996,2.6820770020808804,3.2051084925438222,5.62472191076159,200.57423071995123,218.20993308011646,471.0652930161545,583.864284642038,245.38118932666418,73.16685509847726,28.841990983217933,19.160725562507444,98.98394049459127,0.5260295246302685,1.8665776126043208,1.4065575804410586,4.9451947125078695,9.272272880900282,8.682548649821712,19.987153648587547,70.30770603080708,0.868375619304983,0.5376392887573933,0.7710622663787942,1.2439575175859179,26.962293400980915,40.624352440782744,62.46712339657644,61.16135661853996,62.91609660923919,7.926267455892877,5.486589372257917,3.9069042486103847,22.310392831328986
5.700530375228477,31.87499252010846,15.649291676992428,77.03683732461845,143.21060921068286,150.8736180706786,484.91281654300445,702.5372487444037,4.625732427754929,4.303616078861499,4.071495243559322,8.896834226885376,404.91571444740356,353.29095307026154,508.2970585167713,502.5437738133246,285.87424049378814,136.4755613403728,53.64318389149096,30.916235891445528,136.82843209579676,0.5264558312730913,3.1093764705709632,1.7075598442723736,13.986748177977162,17.378203753196853,30.290923443468266,82.43488305002589,74.38268876986766,0.5899846938356482,0.5163919885508523,0.577061821686331,1.2036447914857569,47.54658372119049,52.67387664116368,67.88228794625333,39.933170538459464,57.74205792852971,22.752543460248805,8.298088237365798,5.606058364721875,31.309569985646366
1.496274706623562,8.027058667558093,5.19513730188183,41.91545057507901,77.82622714436465,68.01656478670627,431.23897871268497,1998.393949912751,1.9727218072764887,1.6452452640345148,1.7841491379420864,5.438008176717825,265.3489327375588,254.2046825973117,328.10652943919496,507.0730391262217,267.2575783931084,156.20403921256587,21.48572329780095,15.683325423195447,154.00843768289715,0.21980678440530946,0.43518362708479646,0.44347472597228343,5.702616363537273,6.316406761741061,7.421724943616002,53.56606920299684,89.61976983055251,0.38423568171033273,0.3398321248002301,0.43782266916895707,0.5887615982862893,39.347087693013606,31.77760473263294,58.991507466662675,55.260114255869645,59.43835697015683,6.851735437438262,3.227363118005323,2.1661407789129163,21.769724068453513
3.7380920252198515,21.005006683225798,13.6389937265861,71.33819476397304,140.77245911852506,107.55486193320323,226.6969563920043,713.1135949444669,5.210840958013259,5.122224170575779,4.4565261092043045,7.158817505130242,194.89648880971797,188.03160925818847,305.7266789436642,363.83887621748613,188.6801581110922,84.03973868578157,41.640204647251636,25.910894089986197,131.34252506368483,0.6432772761802742,2.6292792489965806,1.8573941415549027,13.9948828432015,33.89439894961677,28.20109686092329,26.794043238443393,64.55743620083331,1.061398573659501,1.0120053486053577,1.2056560610353828,1.3022070533607484,44.36247284512258,45.068810860432464,72.33165388376727,81.62919257578857,52.654038541327395,14.638253421086127,6.450619994116168,5.380634333703322,41.681493755230036
3.4494690661662633,18.86675557954716,12.960565876913197,69.52983580249047,123.11983649071763,135.73560385963486,445.22282414366543,1543.4403909170073,3.153110051122257,4.005498031508723,3.8253905648239726,8.000432464883552,210.8522909397851,313.9141725844353,350.6079514266096,961.7406654319755,263.72620413788536,188.3676344398163,41.44710934610919,22.829995466695905,127.4376788925347,0.42759437086500124,0.8745423242738476,1.3280535899817958,6.133101088405247,18.88663853274024,25.12297212780788,59.12844507983325,90.19311368944166,0.541683846751914,0.59146086447381,0.6933832047950528,1.0903362844875661,34.2969469299378,51.98474394800526,60.50489387421632,46.551179418728445,63.04133421914922,23.66566068491713,5.936929853131737,4.874515910712642,31.888715454149224
2.291779724876477,12.447685571620973,8.626968882196065,36.06518637009444,66.31819712223276,55.525572827156616,153.65066682052813,306.4948921274334,2.035981441199493,2.4355396286723336,2.1432150610638856,5.036308292565868,117.76724238574856,128.7482859445222,197.4676267144609,172.12990406485122,186.05834046631344,99.7729194174607,24.299590279235883,11.431197599479324,83.45867643022596,0.24820927873981835,0.7675157217598256,1.0647758255378417,4.352359156036179,9.81645352718024,9.652960624522429,18.346027084181976,22.20972544678216,0.336667536581181,0.3871003744955527,0.3681360838591155,0.8853428112361137,18.249792086617443,25.463333842118104,26.201233818464697,26.525059053931027,18.790867398080543,8.812404602656533,2.9204266167908144,1.2903198839414647,13.964575844497423
3.455655165564245,16.164040485147027,6.045814548962103,59.51578900977666,91.28445457602601,90.0662138091357,383.8351381896136,2931.087131286699,4.077520722117659,3.1516150536732486,3.1230166456027817,5.920195356876786,231.68260200410026,198.4806766045359,364.14314653436423,316.5602689528528,235.8755258867015,67.33733267813068,31.414405889044126,12.827874847826251,102.3867936240934,0.5838935901030204,1.6901704987197954,0.775968321275306,11.115130088273489,12.33965900215733,14.504116347333392,21.670539009941812,54.00411617790788,1.1176603778651748,0.5999824001871871,0.7865978138151203,0.9908997561457707,28.131258523499298,27.393335327400518,57.503360369743575,37.73848500149787,51.19624517640026,3.8603481270728204,5.812093881488529,2.9834072537289136,21.701306762154346
3.1611518342289795,21.631932194109485,16.36947816114475,52.26309979857482,98.99523080443346,87.04094257046489,386.59220149357816,2813.551937718752,4.011655321509129,2.763339242522157,3.430678760796242,7.641432353502203,280.32974631970905,311.45664036351417,990.8590650640673,558.973808034647,323.60433808351047,102.97107992826764,34.569992120683786,17.71790617909739,130.4392171103673,0.700563041154787,2.919404275733979,1.8918003458449826,13.082282537672974,23.959713065110787,26.227293392282213,43.84689418742043,53.0135549702043,0.8957558389654262,0.7084645460363711,0.9958338828484306,1.2598558329745353,40.04898370664384,63.91631142892906,75.82227685855592,28.580966927244432,57.39203507557145,17.55026468114129,6.5084499755611835,3.702953178804737,24.217806466958546
3.42477932136957,12.129595494522418,8.42917503461096,45.419410172175255,102.37991596717686,107.57015159757331,269.9448466673183,948.1819744367177,2.5944783095137574,4.170355080374189,4.030884318413502,6.499846966652493,263.3661121646961,312.63122764607533,633.9527016852164,393.9517403268483,192.390430899861,179.03425208998746,47.966786486662365,18.12725254243317,132.4366599803484,0.4786062620461298,1.2159048550907434,0.512321741102274,7.758840251108229,20.597949425697543,17.512342452899528,33.040327283733156,36.51627080673019,0.42203422207895097,0.7067187088814323,0.7182510114843678,1.3946738116954427,26.990370810081348,30.543761075034315,46.6516730634353,21.44582152056954,29.320833275837817,25.686443528075785,6.6455399228885685,3.6813676419944015,27.007279022350488
