metr,metr+x_param,x_param_only
124.5158076,106.974938,115.2858456
130.2326667,124.5854835,110.5087418
105.9588924,94.46783104,119.9289483
110.1219211,101.6787784,119.0582215
123.7501755,121.0287245,113.439361
137.4989647,134.9371978,119.1469938
107.9707643,92.31531263,116.1273777
145.5850446,122.0102168,112.3350437
124.4970073,130.5139283,122.3706021
146.649461,136.5821033,123.1777807
148.2849442,131.4118131,119.4709612
121.0576046,107.6821218,119.2366486
130.4779019,127.7038964,114.8305991
109.8051636,95.47700867,112.1513386
139.3517075,130.0513148,111.3591133
123.8789944,122.7783839,123.2649365
145.1697838,142.8603358,118.2051394
133.0367587,110.636691,114.4005127
124.57159,108.6629673,112.353821
110.9214686,95.48011657,112.7369428
141.5935608,118.0655488,121.0195754
138.7013607,116.9590177,116.2289997
132.5952044,124.9798128,113.3515806
116.0176881,101.8823519,124.93172
146.1004114,135.4156796,120.9478791
108.5797303,93.82432185,124.5650727
140.4920258,131.1187446,120.790927
140.0032022,130.6127429,124.3050458
108.9706824,91.72114015,115.510498
148.5744485,140.0934387,118.0506708
148.1258712,118.7395263,116.9609844
121.0857682,116.5991042,118.5064353
137.0459242,125.8759688,119.4703963
139.2537147,116.0724169,123.4490393
149.4674179,131.6734817,107.9484338
131.5423447,123.8047738,116.9332807
120.5903382,112.4294747,115.8754314
117.4854848,112.5012998,114.5395177
135.0372684,117.7869169,118.0401419
120.2979719,104.6517263,113.8177776
130.4460568,111.8678327,124.2740302
131.5019672,122.8567151,119.3265124
146.3275921,145.4891954,115.1745782
108.7659907,97.54235111,118.4646296
127.4449194,115.9892114,114.5144867
122.1540941,110.3142301,114.4883352
111.0671589,107.0220616,119.2533042
110.7520001,108.7114048,113.7206928
132.2152121,118.2697922,115.7280444
123.7200622,118.3997785,122.8349143
109.5502855,92.8925483,113.4857322
122.1767804,111.7942588,114.8353193
126.8616662,116.5406951,116.4442595
110.5711409,92.24172354,114.2937897
131.2423684,117.0027298,117.952021
135.2201631,112.1545852,119.3987395
119.7120961,109.3146011,118.828476
149.1093141,146.4178052,122.0774287
119.1873253,113.4936815,122.2263246
141.4777134,124.3533807,114.8418157
114.6048502,101.7107148,107.7286425
115.3975706,107.1497121,117.1722237
140.3367704,141.390287,115.2008483
113.2998422,94.13966377,121.6053877
111.3385907,96.61850177,120.3243673
128.1876481,120.9851721,120.5495715
122.8771699,107.3770087,113.5714295
128.3010225,118.831551,126.323419
166.5219845,155.6375695,121.1751908
134.6179962,126.505639,118.9926959
129.416747,123.5591654,117.9427201
134.3809645,116.2513188,121.1858242
113.7837047,102.8345087,113.3572397
122.0680635,126.1012816,118.5078151
138.316119,128.8073684,121.1960458
112.2767769,108.1157515,109.5219917
141.1527935,133.868458,118.5129625
130.8037654,119.891331,113.7603459
129.6300781,114.1048351,114.2341065
118.5228163,105.8647765,116.452621
108.3284644,91.46722651,114.4342288
121.1751733,110.265141,118.0845278
157.3050181,150.5407154,112.5810276
139.0434901,133.7094536,117.5002418
127.9066662,114.0046102,116.4249045
131.9423914,122.5911796,119.9168633
124.133196,124.0848873,119.7550831
129.3063218,123.7380056,122.5251535
115.0817181,111.6134106,116.127104
134.8645006,127.7799496,116.348324
116.0984837,104.4357844,123.7572147
129.545217,104.8152742,125.5080073
133.5034613,135.7638917,116.6717128
116.3506495,110.2631212,114.1729319
145.905553,139.7173581,114.6563398
121.8163261,118.815959,119.1451904
149.6860138,130.2075405,122.4975333
142.6608987,117.2992225,118.1328796
136.2538436,106.5263573,115.6976944
130.259126,106.936949,113.2239022
106.4485526,106.9435228,127.0584398
134.3081064,127.352324,114.9398157
110.6147697,101.3614347,120.0932308
142.3186914,136.5606772,116.2803301
118.8218097,107.762991,118.7409834
122.6068369,126.8157283,120.7610207
109.0627121,105.6696729,119.179433
150.7249404,136.6433864,115.8185381
133.2837277,118.1568321,116.1660374
130.230926,121.3558207,122.1235488
115.4065585,104.8225444,112.8167312
140.2098415,123.060655,117.2477692
116.1568414,100.9321269,119.2626588
130.5334085,116.1692266,120.3928482
133.9038813,136.6507904,123.1630839
136.6930281,111.4249533,117.0548372
138.5337188,121.363981,114.6946527
128.6558296,115.8985131,124.8693778
153.7222599,145.8213979,114.9513409
132.6908818,121.8679654,112.1481778
118.4042872,102.1248166,112.3493559
126.3571504,121.5231305,117.0366484
134.1550109,120.1213889,119.6142371
131.8968304,127.7362758,120.061873
132.5654854,117.5619832,122.8386964
116.0141299,111.9679923,121.674887
112.7312957,105.2828262,116.7689183
146.3291894,125.519663,120.975695
141.3443134,142.4519271,119.4386329
135.365092,134.3240419,112.6058618
149.3519133,136.0222399,114.4889422
131.9484206,133.3085028,118.7101437
137.5112843,114.5203132,116.3133396
116.1739028,110.8990097,114.4036958
110.8938912,98.14256069,120.1955798
133.4802541,121.6387636,119.662187
125.9677231,119.6973429,121.380101
125.7269195,125.7233093,106.8796356
119.9760782,109.9359117,126.9382953
103.5925946,76.60873602,116.2397179
124.8125091,131.9144585,120.6174338
123.7376023,113.0812298,115.9218459
133.9734697,120.2087045,120.895888
151.4244251,139.9860159,116.4205983
130.4702022,126.497164,111.5098767
162.7704197,151.0242915,120.2695517
138.9945976,110.8928427,119.7828849
133.1090084,118.9250147,121.9292602
131.2154451,115.3409889,120.2976497
135.7027239,118.4268717,113.6823896
135.8840767,119.7848888,115.6179855
151.8924023,143.7605517,115.5943851
141.408972,122.1683801,120.200757
132.5805108,119.5180357,114.861918
125.073398,120.9594842,119.2898055
162.0453975,153.2437159,121.2579246
136.0951707,127.6609016,121.5557431
131.1691374,114.1885486,115.4270627
133.2441831,112.3625005,112.8094509
126.1607064,118.1851976,117.1547686
111.1717858,102.3204786,105.6338849
120.9703074,106.2025848,120.6641918
134.3823081,123.4658153,114.1187486
137.9420368,118.8327844,119.4124588
136.7500526,130.6187122,114.5160688
112.9869037,113.0280726,112.2712158
113.3187337,102.6450892,121.9915956
99.37159247,83.30836935,117.8800855
106.7145933,90.34596422,115.109439
122.7859765,114.0473943,116.6166642
129.065069,111.5326413,115.0425803
126.6877544,111.277225,124.3811362
113.3290524,102.33298,114.0631854
118.4480014,115.0850697,113.7611112
105.6359591,105.7518126,125.9811616
140.1590353,135.6783529,115.6677424
122.2102627,106.1762237,117.9458275
155.254162,130.3002579,117.8374122
122.3240957,102.9489823,125.2288229
128.5206079,118.3080438,117.6158218
123.3886081,113.0438833,121.7873647
141.7718253,122.2803739,122.7451973
115.7694909,112.1687149,115.4667402
130.5166262,113.1792986,112.869686
154.8956299,148.4487462,122.7183652
128.4573731,127.4814371,117.7187899
123.5719473,114.1943444,113.9584984
126.5042587,113.7533124,116.4390927
134.0926175,114.0531181,117.1734283
129.6867774,124.7697421,119.6698914
117.9681142,116.4732789,125.155237
147.2099086,131.1974457,121.1115725
154.4739688,137.3362961,122.2205803
138.4998988,119.0428848,115.8356196
122.0233063,102.5296003,116.670795
150.5002271,141.3201568,119.5148964
143.0096132,134.851905,118.8610163
147.9090842,143.4500156,115.0312034
146.873064,137.1083708,118.4495016
128.710841,115.9916805,118.4226373
112.5513944,109.6153118,113.1968192
99.1638342,85.57584975,122.9340529
142.7808098,126.5328728,119.6520576
127.3661116,105.205117,128.4642558
156.4976189,156.9542093,111.9716825
145.3888759,128.1479246,116.5606682
122.9107776,109.0273709,117.6919993
137.0278986,132.9885769,117.423643
118.5629719,103.4220349,122.0415733
126.5601169,108.5240312,114.7133765
121.7735016,122.4389357,117.8266112
116.9079265,106.9853263,120.5400968
124.4975195,116.0144555,110.7284641
130.7273992,126.5335985,117.6228379
165.4158766,166.9224997,114.8354797
119.0000608,103.5689833,112.1882805
126.8648191,108.6387538,110.6275638
133.9125188,126.012625,115.2421776
117.7925957,108.0513717,116.2766275
119.8519398,111.267968,113.1200355
106.9050135,99.69063676,116.1406557
130.3111547,122.3413032,111.7273654
125.2777734,118.1561085,121.4336306
138.1395226,123.1643994,122.4129494
123.232554,115.476202,118.2268439
130.8337307,113.9364304,105.610392
137.8303944,137.1110196,110.4296995
135.3879519,131.47232,115.4823306
120.2912374,116.6776372,115.4409065
122.7142679,103.8556365,113.2927276
123.7825381,113.1726476,119.1911725
135.9524383,124.4761337,121.6802784
124.2368453,109.9336654,117.9946399
109.5387142,90.9338932,115.7178593
128.5880649,117.9436122,123.4987788
158.8968249,134.889329,114.4770508
132.6176352,124.7869098,113.4149903
132.5517248,119.517801,114.3738992
122.257786,109.7162814,117.5287961
148.8444297,140.8015059,120.3426509
136.805228,125.4425205,114.1225667
124.4329248,111.905326,121.6166593
131.2605215,122.3457253,120.1484339
107.9535763,107.6853693,118.8930901
135.3335674,115.5581984,115.0339879
138.4502511,122.769791,105.4825701
135.4119851,123.4497705,116.0011658
119.2019998,116.8396155,113.3800918
140.1425478,134.4711925,117.1368133
93.80669402,89.33132662,109.5734916
117.065483,111.2488201,122.2255574
131.0872802,115.2823968,113.6362372
127.3355306,112.7905394,118.2495984
149.6060141,140.4755466,122.1907087
124.0500974,116.8054843,118.2891475
138.4596982,120.130909,120.0382289
142.7783519,130.2332104,114.1946339
134.3371716,113.7023475,115.7275651
127.8651284,117.2570671,119.5249729
140.2673531,136.4283334,119.3873506
119.8831056,110.8890323,120.4349128
118.7998233,111.9251144,113.1748268
92.91953529,91.71512325,118.4326278
150.8854358,138.6535256,118.9804409
148.9125475,142.8909671,121.1180914
124.2340169,117.0214311,110.5946067
124.2577221,120.9517347,114.5396237
130.2331989,125.3319377,120.1299566
89.93839788,80.98299158,112.7935663
122.9508483,120.580845,110.1246077
104.3628995,94.64995536,112.4438038
125.7215628,114.7572478,120.8775954
124.5859967,115.7615775,118.4636238
113.7042224,112.8060002,118.126303
127.3689156,112.1669396,118.0782683
123.5527404,106.4709652,122.1781244
129.5396852,128.8572441,117.6189776
122.1860146,105.4252363,110.3329008
138.041874,119.6916024,113.2748728
138.0725547,115.2780989,116.2849499
124.7727515,111.4411494,117.6822289
134.034826,112.7393812,113.5491543
134.849313,130.8583566,120.8716408
131.2853464,117.1102126,117.4113677
128.9922307,122.9766466,121.2483771
134.7678623,130.1477538,122.4278735
131.8431928,136.9558644,121.6953954
127.4414049,121.76276,116.9118277
147.7465605,141.7587379,116.1142629
147.2598529,143.2033481,121.8346611
134.714491,123.5883475,115.1697362
138.8630157,124.7132658,117.9766442
118.4138412,108.7631539,121.3269756
113.3773288,102.8355864,117.5005984
127.3400339,102.9504555,112.5839379
121.2983935,109.0094224,118.4448186
111.3907703,108.0628598,118.3197767
119.3052884,118.4570571,115.6254444
121.9467661,116.5708735,122.0406222
153.9570669,138.6157437,118.7481594
104.497835,102.1954577,111.480002
135.7252997,128.3592142,119.3984144
112.3983294,109.7207387,116.2988916
134.3638057,116.3549256,119.6950622
153.2048649,140.4108055,120.174438
133.9904428,131.7898469,120.4167049
91.94706459,82.98031718,112.9266379
110.138595,106.5159575,114.3367282
134.425228,117.7343331,122.3533034
122.7741801,126.4586331,115.0252232
120.9500888,108.4658335,119.9817535
128.8687469,125.0885251,119.0410485
139.6321103,133.609252,120.5638499
138.362588,136.9033873,112.6032626
112.2490431,99.44779182,115.5689048
139.8144862,125.1750119,122.7730767
135.937612,120.8011313,118.9145944
160.7079136,138.0784166,121.0297398
136.473507,125.6555223,113.0954762
159.2162329,153.8248448,123.6742615
113.4427687,110.8230203,124.4749979
121.9036632,109.6688988,125.118471
126.7268852,114.9064354,121.8171462
117.6596776,106.1660576,118.7386252
129.9774531,114.5967048,125.1985497
126.8113316,116.6881626,112.712407
97.13996006,97.35314047,116.5076498
132.751139,122.997918,118.7827987
122.9483112,119.2734964,115.7027206
137.6429089,121.2461387,112.3822478
122.2976982,119.8799126,117.9515863
124.6226472,121.4937074,117.0582431
143.058934,136.4197098,119.1208361
