Claude 3 Opus (Inspect)@p50,Claude 3.5 Sonnet (New) (Inspect)@p50,Claude 3.5 Sonnet (Old) (Inspect)@p50,Claude 3.7 Sonnet (Inspect)@p50,Claude 4 Opus (Inspect)@p50,Claude 4.1 Opus (Inspect)@p50,Claude Opus 4.5 (Inspect)@p50,Claude Opus 4.6 (Inspect)@p50,GPT-4 0314@p50,GPT-4 1106 (Inspect)@p50,GPT-4 Turbo (Inspect)@p50,GPT-4o (Inspect)@p50,GPT-5 (Inspect)@p50,GPT-5.1-Codex-Max (Inspect)@p50,GPT-5.2@p50,GPT-5.3-Codex@p50,Gemini 3 Pro@p50,human@p50,o1 (Inspect)@p50,o1-preview@p50,o3 (Inspect)@p50,Claude 3 Opus (Inspect)@p80,Claude 3.5 Sonnet (New) (Inspect)@p80,Claude 3.5 Sonnet (Old) (Inspect)@p80,Claude 3.7 Sonnet (Inspect)@p80,Claude 4 Opus (Inspect)@p80,Claude 4.1 Opus (Inspect)@p80,Claude Opus 4.5 (Inspect)@p80,Claude Opus 4.6 (Inspect)@p80,GPT-4 0314@p80,GPT-4 1106 (Inspect)@p80,GPT-4 Turbo (Inspect)@p80,GPT-4o (Inspect)@p80,GPT-5 (Inspect)@p80,GPT-5.1-Codex-Max (Inspect)@p80,GPT-5.2@p80,GPT-5.3-Codex@p80,Gemini 3 Pro@p80,human@p80,o1 (Inspect)@p80,o1-preview@p80,o3 (Inspect)@p80
3.953674679,20.74769059,11.82579337,65.09727307,114.5037154,114.1152386,386.2978451,944.3030882,3.848960359,3.910957742,3.575944411,7.029296489,257.5126436,281.6314472,459.2464295,456.4403158,277.5288089,122.9605208,40.6836056,19.97551973,135.9064199,0.5844189145,1.966545199,1.630025077,9.04892196,14.77971014,15.75353594,43.9918073,75.67920732,0.7750838714,0.6509437888,0.7617122305,1.143223743,30.5667443,41.61024604,63.34291982,52.60590142,45.85869911,11.7117265,5.56172407,3.258720788,23.96598075
3.468409313,18.91036302,10.32655354,59.41383306,100.4784551,98.71359344,332.8201022,1229.596592,3.511453631,3.543531605,3.246179594,6.203811222,215.7145237,246.9434489,441.3759362,429.066398,257.6577441,124.4801116,38.05919873,19.94471419,119.9650366,0.4514758161,1.656966766,1.097867268,9.60870432,17.37836088,21.20734296,44.06519693,60.96525897,0.6178534641,0.5533612049,0.6545615493,0.8770621144,33.71295606,39.97279759,54.82638474,47.15704244,38.36168325,11.20472432,6.158707274,3.648702818,23.06340502
3.250937444,18.44652835,9.956540312,55.97300213,94.66840295,94.27877233,312.7636947,717.983311,3.557959677,3.296255281,3.190370121,5.938037229,204.4807194,225.2353142,363.0850567,336.8418516,227.1549189,107.6613673,35.62694264,19.28807424,111.7583453,0.4252379758,1.846051905,1.149250918,8.875525188,17.28770576,18.6731405,41.88099238,72.27719004,0.7100225154,0.5102235133,0.7077523606,0.8858685999,31.89508768,41.70984052,61.47368907,56.67028354,43.01278074,9.22952317,5.577076374,3.717775091,25.70493339
3.242416168,17.67029256,9.487422582,55.39532396,97.34728669,97.03484393,376.642434,1118.559819,3.274497058,3.252896911,2.833762011,5.648605616,244.7454616,252.0804536,503.7625471,472.045989,247.2509762,111.0909663,34.42720428,17.164668,116.6950412,0.4470537472,1.640974692,1.035543089,8.05990043,12.61323404,13.26959619,32.09377875,57.35294056,0.5780315946,0.523327108,0.5407920713,0.804645233,21.00327811,32.03258647,42.07881264,37.2840909,35.05025323,8.268455224,4.395791874,2.631235294,18.05091618
3.507320647,21.10712476,10.9543773,66.22614414,115.431423,114.8874036,407.2142045,1193.336809,3.644749059,3.444453141,2.998456653,6.5137844,259.6214259,287.8421942,520.7887446,484.9116651,299.5873967,135.5158022,40.96616964,20.72471354,137.594446,0.4635362077,2.161722113,1.290045763,10.61623125,19.29073485,20.95562359,49.71784767,77.99532917,0.6494232382,0.5108940945,0.5376387725,0.9841771221,37.67264172,50.07223964,66.12007271,59.44036482,47.66727106,12.73714018,5.738193687,3.777490766,29.44568885
2.957105307,17.25867356,9.246425175,52.79014805,91.7238486,91.17836239,348.2631108,859.7575489,2.877110479,3.058808875,2.709861284,5.464443224,201.9527357,233.6240796,397.2953025,375.0872813,232.3553032,109.0512521,32.9707275,16.58120978,109.0813538,0.375199832,1.772806272,1.116109941,7.87746193,13.17321208,14.21298575,32.13400015,61.32584312,0.5015036229,0.4804754399,0.5232162803,0.7998414011,27.62356767,32.56128436,49.39837755,43.86534976,34.63258377,8.918886104,4.360517202,3.017296453,19.3379556
2.581981988,16.19058381,8.138821261,54.221468,99.97578307,98.84225355,382.9785474,1377.866526,2.742692923,2.704754873,2.426622155,4.889573953,245.9973949,285.6316872,535.8965149,479.4692842,276.180112,120.012808,32.307899,15.62179486,121.6715843,0.2914601566,1.354125943,0.757747908,5.822184075,11.46504657,12.98501383,36.64623773,58.00353018,0.49508799,0.402488026,0.4716951723,0.6759912181,24.25510906,30.05638103,45.89044281,42.44510887,34.18568417,8.449420622,3.416011735,2.084931148,16.98962429
3.486140343,18.31369475,9.990547374,56.44134091,96.58362327,96.38894263,307.6850537,675.1832192,3.411361378,3.429919772,3.129293404,6.064870997,198.9974236,218.9958736,397.3179642,367.7125397,223.9232571,114.6531983,35.81412853,18.53305739,114.0978218,0.5187354738,1.832834574,1.175329822,8.475363801,16.18843281,17.40367688,42.57059546,73.17896095,0.6655116878,0.5716352182,0.6708373324,0.960337101,35.49664912,46.93391977,53.47186632,49.07458935,46.21744593,10.83564569,5.571862009,3.474713286,27.81191558
3.81723183,20.09488042,10.84842862,58.55939448,97.32172448,96.06590461,322.0764888,858.0395486,4.108066986,3.704852161,3.485479308,6.812349308,208.0170828,226.6593974,387.4337903,360.5242841,238.5941457,111.5704275,37.39303187,20.24278485,112.9717289,0.5850923654,2.356240088,1.328205258,11.0044208,17.52789536,20.62595273,41.1240605,66.80099769,0.9017398064,0.6155939543,0.7774571232,1.165751768,31.82768899,41.66799721,56.82979595,52.01272264,39.06832775,10.04083333,5.674142053,4.049518275,27.39128862
3.711211027,18.6367805,10.33533843,58.0988709,103.3693451,100.0648137,382.1437808,959.094061,3.542104656,3.899393561,3.41645077,6.443775043,235.0650109,261.5769935,512.3564482,449.4827789,270.6286122,110.7038847,36.73392297,18.3948452,123.0191455,0.5760449235,1.695663214,1.196633901,9.008334292,13.1439953,16.64153764,38.23587856,71.24122828,0.6913987462,0.7605505799,0.779752948,1.055561739,28.85619014,37.52329031,49.47444139,47.18408509,36.78736866,9.057319017,5.522056498,3.213264479,19.35309994
